user_id,actual,model_preds
1726,"[  987061  5978656   862732   867548   900358   914012   932702   942778
   957938   994923  1003616  1044487  1071446  1075171  1092933  1102067
  1117824  5569230  7442880  9858846  9859182 13095505 13095557 13417954
 13506428  1018740  6534178   833724   836629   842140   862308   865456
   869728   872137   891171   936355   940766   963868   968005   979707
   995242  1006062  1007929  1008032  1011578  1014116  1018177  1027569
  1030511  1031364  1049695  1053924  1074274  1094781  1112592  1126899
  7409944  7410290  8358595  8359162  9837296 12524048 15573274   851146
   893852   906740  1013167  1070820  8203451  8358383 10344971 13007244
 13945189 15452440   866211   927400   959693  1036262  1061511  1082185
  5569098  6391381  8119319  9859081 15595861 15596018 15972927   824005
   825058   840227   898867   919294   926157   938255   972464  1059401
  1100066  7466938  9858900 13190473 13945181 15863751 15972226   997979
   999391  1094262  1098815  9829205   849100   928963   983278  1055504
  1095394  1135476  1137483  5978648  9857398 10150194   833025   847270
   858001   948495   949517   986947  1023196  1026922  1071330  1076056
  5566620 13095345 13910236]","[1126899, 970119, 12384779, 872137, 830775, 6391381, 1135044, 962568, 860776, 1057102]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1740,"[  854754   863449   871252   964221   979707  1002771  1015826  1029112
  1043095  1074333  1075368  1077555  1082185  6034857  6034964  9296965
 12946027   959987   995151  1049372  1109958  1134152  8020243 12604979
 13911379 14106445 15926886   885406  1112238 10355538 10456575   888532
   839969   397896   843215   912810  1079279  1106221  6034959  7166976
  8019085  8357910  8359256 13911018 14050390 14050392 14050835 15972868
   847982   911470   936470   961059   971722  9552792 10311628   862308
   960075   981874  1104229  5592427 12524133   829852   931608   941734
   951763  1051211  1056509  1085778  1101567  5591170  9837543 16729299
   941484  1017221  1070204  1075707  1079414 14025321   882811   929127
  5582370 13944803 15596205   846081   849589   862458   945805   965842
  1020235  1082172  8069350   841478   926909   998444  1109638  7143437
 16100266  6533765  6534166   948384  1067273  1096036  1130458  7409824
  8069230   992786  1061394  1087581  8069118   987148  1100778 10121965]","[1011300, 885406, 5591083, 888532, 1101567, 931608, 949991, 887342, 1035842, 1029112]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1745,[ 921836  988697 1051323 1137387],"[1096036]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1748,"[ 6534178   937043   947798   987480  1072330  7441391   828219   835788
   846634   902238   971660   983316   995628  1022984  1106523  1135932
  5587656  5590613  5592610  5981267  9803591 13987338 14077936 16223281
   867188   868588   938700   981760  1013321  1031633  1035321  1077285
  1101173  1115259  5591431 12132685  1032150  1059808  8090509  8090521
   905897   919596  1003188  1134161  5978656 15741433   997096  1025716
 17959083   828393   864774   881125   909761   980777  6464086 13213107
   905325   926465  1014099  1018789  1095998   843728   871337   902172
   962229   984018   998984  1138243  5591103  9242345 15506577 13190445
   857666   911311   870882   880895  1090820  5995199 10285141 10285144]","[883404, 826249, 1133018, 1106523, 983584, 912860, 947798, 5590613, 13512017, 934427]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1749,"[ 6534178   862349   878715   909647   934399  1011645  1039549  1044500
   849066   886536   820165   820491   831628   847982   857503   867469
   879635   880253   902167   907993   908489   913502   916821   919534
   925029   926854   933835   938566   950557   951164   951590   968774
   972244   981760   992272  1003188  1004906  1009719  1029743  1037332
  1042571  1051093  1060567  1073324  1078471  1082185  1085476  1096343
  1101175  1102927  1131488  1136257  6034857  6602685  7409940  9242091
  9521860 12130522 12384629 13115493 14050544]","[862349, 1037332, 1009719, 1135834, 903350, 828143, 1131488, 934399, 1031906, 955587]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1751,"[  826249   890689   998558  1018696  5569230 12695224 15926775 15926844
 15926928   891748   923005   976199  1065593  1082990 10284955 10285133
   822966   825365   848971   866540   898342   908089   915621   921744
   936706   950756  1048462  1070820  1074241  1092552  1137694 12384365
 15716403   823704   892008   971195   985265   991019  1048507  1076875
  1086641  1121699  5567502  6463742 13986663 15595910 15717057 15973062
 15973188   822785   842126   848268   862152   862349   869868   890455
   890802   906830   926033   927191   977199   988421  1019286  1050524
  1050915  1053690  1094811  1097875  1135959  9802540  9802643  9913434
 10200444 15595741 15972564 16770145   890620   905501   907945   963703
  5570414  9487606  9803819 15926927]","[1068719, 1053690, 914190, 897125, 1133072, 1039589, 1029504, 867668, 1036139, 844179]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1753,"[  879755   890393 15512233   866227  6423848  9677484 17105257   846241
   927658  1034686  1091400  1101725  6979435 12757316 12384365]","[879755, 883404, 1092026, 1037894, 13511722, 844165, 934131, 1089066, 1067695, 1123792]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1759,"[  840361   844179   845705   850058   855916   856326   868015   883404
   888111   893258   903513   914754   922281   929341   941368   963703
   976199   985521   999270  1017841  1020682  1041766  1054654  1072483
  1078346  1079023  1080841  1095100  1111986  1126899  5582789  5585635
  5585639  5589247  5590287  5590613  6391436  8019721  8359154 15926885
 15801187  6534178   819978   895311   896444   896617   903230   931108
   938596   947147   958700   965502   997200  1018859  1025468  1049735
  1055646  1058997  1061759  1082185  1105478  1129576  1131602  9827666
 12330606 12757506 13189726 13213239 13382310 13417846 15452457 15971883
   819330  1061220  1107973 12781829 15452904 15926507 17179856]","[883404, 859075, 896444, 1096343, 867668, 903513, 987724, 1065331, 1084597, 845705]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1762,"[  927191   948953   976199  1031697  1082185  1130286  1133312  5569230
  5569845  5584645  5586642  6534178   845774   915617   968687   969836
  1004097  1036554  1075536  1093381  1124729  1125199  8358671  9524291
 12456604 15971578 15971908 15972688   825365   908531   909510   932503
   954006   973889   995134  1009567  1017201  1042697  1056509  1062863
  1071027  1080429  1090587 12188298 15452812   820361   824005   829001
   851528   854405   854438   860776   878996   883404   917438   921852
   923746   937292   938679   939546   943076   948756   968417   983584
   995785   995965  1003188  1010745  1022119  1027068  1029743  1029902
  1030040  1038467  1067409  1067835  1089045  1092045  1095032  1125219
  1127817  1134294  6463709  6464165  7442056  8119253  9297055  9445671
  9677202 10344586 12263816 12263841 12351929 12582288 13115913 16809649
   844179   884572   918335   923767   934697   936741   962206   969292
   978077   981288  1120532  1137387  8118552 12525019 13115915 14025159
 14025314 15512233 17900896]","[883404, 923746, 908531, 952317, 957951, 859075, 1038217, 963971, 983584, 1096635]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1764,"[  910644   951590  5978648   819487   845138   866172   870735   903325
   913578   925235   930917   941856   955370   956609   958154   960729
   961269   976189  1014802  1017841  1024306  1043730  1054030  1075796
  1087995  1091021  1111632  1116821  1124432  1126899  5565925  5570558
  5572276  5572898  5580166  6979808  7409971  8118500  9297085  9485347
 12188111 12811532 13115915 13776332 13986580 15741531   914775  1009437
  1075368  6534178   926737  1000002  1088910  5569374  8090508  8090546
   823915   831407   835983   847789   859075   862682   870248   870882
   876570   878996   893651   895097   896862   901062   908531   919216
   924786   928850   961979   981760   985361   989069   992985   995628
   999198  1000334  1000970  1016539  1017750  1022433  1024051  1026118
  1027102  1028816  1045154  1047486  1051402  1055646  1058686  1092040
  1092885  1110126  1115095  1120307  1127825  1129476  1134815  1135195
  9296919  9333437  9416729  9420122  9445919  9527350  9670830  9803207
  9836299  9836415  9884698 10356553 13115974 13672065 13944807 14025153
   917646   920455   986912  1082311  1132178   845208   898349   901666
   933272   934172   935990   937845   950871   972665   987227  1005157
  1007269  1051323  1072483  1088856  1102949  1119399  1120213  1122547
  5978656  7442098  8118786  8357552  9265500  9803545 12670071 15741016
   826249   857026   859987   904833   962568   991864  1029983  1103043
  1135969  5567226  5577328  5590009  6633273 10284972 12263508 12302154
 12811505 13190494 14025314 17290754   835108   901452  1004906  1067849
  1117484  7409670  9858784 15831480]","[1007269, 1058997, 1126899, 970119, 865156, 856345, 9527350, 976864, 1027102, 1054539]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1765,"[  825218   840601   845208   851226   852014   855672   859010   860776
   874149   883916   905592   907625   919681   923746   931726   932888
   938599   964186   965842   987562   995785  1001646  1004458  1042438
  1043128  1043494  1053690  1055646  1070820  1072917  1103741  1116770
  1118012  1120349  1131713  1135096  6602705  8019186  9655212 13841744
 15926725]","[883404, 844165, 1043494, 7410014]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1775,"[  846811   853756   860361   908882   920978   934948   940071   957089
  1004945  1037332  1040700  1042438  1055207  1075915  1082185  1087753
  1088414  1097239  1116096  1121384  6633342  7167687  7410015  7410071
  7410343  8358946  9296849  9296919  9836386 12524323 12731413 13911626
 15972573 15972701 15973111 15973294 16729299 16729415 17104598 17249835
   940947 15452902   840361   842707   861246   867020   869577   873527
   879049   889188   898068   909487   939907   953180   956672   964520
  1011046  1026754  1029964  1032338  1038721  1042858  1043187  1058315
  1060474  1093212  1094280  1100379  1107446  1129822  5569471  5978656
  5995158  5995312  6632318  9266791  9677624  9855017  9911484 10150148
 10356276 12256520 12385916 13039837 13095671 13115790 13190195 13505479
 15596180 15596830 16058672 17903172]","[840361, 1058997, 1126899, 843756, 1071342, 1122568, 1096458, 1121384, 12524323, 1116096]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1778,"[ 6534178   914318   962229  1062886  1096851  1115576 15597006   986912
  6514279   825343   826631   834842   842707   847344   856060   856252
   884945   886291   909306   914190   917033   926206   926905   938566
   939900   960791   968932   970619   981760   985889   993988   997702
  1002591  1007414  1010847  1026094  1029743  1031065  1035207  1038462
  1043301  1055504  1060005  1062002  1074524  1081479  1082185  1083947
  1095970  1098066  1110793  1115175  1121213  1135408  5568789  5569230
  5591170  5592261  5978656  6464074  6904527  8067128  9245106  9416729
  9834742  9836752 12188376 12810393 13115903 15508374 15511891 15597097
 15926886 16809666 16829145  1044068   986826  1110843]","[826249, 13115903, 1050229, 911812, 13115493, 948254, 1094955, 870929, 968932, 837644]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
